Numero di conferimento;Materiale;Specie;Prova - Singola;Tecnica;Nr. di esami programmati;Data del prelievo;Data di conferimento/accettazione;Data di registrazione;Data Carico Analisi;Data Inizio Analisi;Data Fine Analisi;Data ultimo Rdp emesso
268264;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;21/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268264;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;21/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268269;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;21/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00;;30/10/2008 00.00.00;30/10/2008 00.00.00;30/10/2008 00.00.00
268269;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;21/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268271;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;21/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268271;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;21/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268276;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;21/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268276;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;21/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268279;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;21/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268279;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;21/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268285;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;21/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268285;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;21/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268289;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;21/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268289;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;21/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268294;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;21/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268294;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;21/10/2008 00.00.00;22/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268186;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;21/10/2008 00.00.00;21/10/2008 00.00.00;27/10/2008 00.00.00;;30/10/2008 00.00.00;30/10/2008 00.00.00;30/10/2008 00.00.00
268186;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;21/10/2008 00.00.00;21/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268189;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;21/10/2008 00.00.00;21/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268189;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;21/10/2008 00.00.00;21/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268190;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;21/10/2008 00.00.00;21/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268190;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;21/10/2008 00.00.00;21/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268197;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;21/10/2008 00.00.00;21/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268197;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;21/10/2008 00.00.00;21/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268200;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;21/10/2008 00.00.00;21/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268200;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;21/10/2008 00.00.00;21/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268203;LATTE;BOVINO;Leucosi Bovina Enzootica: anticorpi nel latte;ELISA (kit IZS-BS);1;21/10/2008 00.00.00;21/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
268203;LATTE;BOVINO;Brucella abortus: anticorpi nel latte;ELISA indiretta (kit POURQUIER);1;21/10/2008 00.00.00;21/10/2008 00.00.00;27/10/2008 00.00.00;;29/10/2008 00.00.00;29/10/2008 00.00.00;30/10/2008 00.00.00
233195;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;16/09/2008 00.00.00;17/09/2008 00.00.00;23/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
235675;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;24/09/2008 00.00.00;24/09/2008 00.00.00;25/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
235678;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;23/09/2008 00.00.00;24/09/2008 00.00.00;25/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
235684;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;23/09/2008 00.00.00;24/09/2008 00.00.00;25/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
235687;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;23/09/2008 00.00.00;24/09/2008 00.00.00;25/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
235689;LATTE;BOVINO;BHV1/Rinotracheite Infettiva Bovina: Ab x gE del virus nel latte;ELISA competitiva (kit IDEXX );1;23/09/2008 00.00.00;24/09/2008 00.00.00;25/09/2008 00.00.00;;25/09/2008 00.00.00;26/09/2008 00.00.00;30/09/2008 00.00.00
292378;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;3;17/11/2008 00.00.00;18/11/2008 00.00.00;18/11/2008 00.00.00;;28/11/2008 00.00.00;28/11/2008 00.00.00;01/12/2008 00.00.00
292385;SANGUE;BOVINO DA CARNE;Brucella abortus/melitensis: anticorpi;FdC;1;17/11/2008 00.00.00;18/11/2008 00.00.00;18/11/2008 00.00.00;;28/11/2008 00.00.00;28/11/2008 00.00.00;01/12/2008 00.00.00
292396;SANGUE;BOVINO DA CARNE;Brucella abortus/melitensis: anticorpi;FdC;2;17/11/2008 00.00.00;18/11/2008 00.00.00;18/11/2008 00.00.00;;28/11/2008 00.00.00;28/11/2008 00.00.00;01/12/2008 00.00.00
292406;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;5;17/11/2008 00.00.00;18/11/2008 00.00.00;18/11/2008 00.00.00;;28/11/2008 00.00.00;28/11/2008 00.00.00;01/12/2008 00.00.00
292427;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );25;17/11/2008 00.00.00;18/11/2008 00.00.00;18/11/2008 00.00.00;;20/11/2008 00.00.00;21/11/2008 00.00.00;01/12/2008 00.00.00
292427;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;30;17/11/2008 00.00.00;18/11/2008 00.00.00;18/11/2008 00.00.00;;28/11/2008 00.00.00;28/11/2008 00.00.00;01/12/2008 00.00.00
292434;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );4;17/11/2008 00.00.00;18/11/2008 00.00.00;18/11/2008 00.00.00;;20/11/2008 00.00.00;21/11/2008 00.00.00;01/12/2008 00.00.00
292434;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;4;17/11/2008 00.00.00;18/11/2008 00.00.00;18/11/2008 00.00.00;;28/11/2008 00.00.00;28/11/2008 00.00.00;01/12/2008 00.00.00
259754;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );1;16/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00;;21/10/2008 00.00.00;22/10/2008 00.00.00;23/10/2008 00.00.00
259754;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;1;16/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00;;21/10/2008 00.00.00;21/10/2008 00.00.00;23/10/2008 00.00.00
259756;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );1;14/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00;;21/10/2008 00.00.00;22/10/2008 00.00.00;23/10/2008 00.00.00
259756;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;1;14/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00;;21/10/2008 00.00.00;22/10/2008 00.00.00;23/10/2008 00.00.00
259759;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );1;16/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00;;21/10/2008 00.00.00;22/10/2008 00.00.00;23/10/2008 00.00.00
259759;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;1;16/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00;;21/10/2008 00.00.00;21/10/2008 00.00.00;23/10/2008 00.00.00
259760;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );1;16/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00;;21/10/2008 00.00.00;22/10/2008 00.00.00;23/10/2008 00.00.00
259760;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;1;16/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00;;21/10/2008 00.00.00;21/10/2008 00.00.00;23/10/2008 00.00.00
259762;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );2;16/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00;;21/10/2008 00.00.00;22/10/2008 00.00.00;23/10/2008 00.00.00
259762;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;2;16/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00;;21/10/2008 00.00.00;21/10/2008 00.00.00;23/10/2008 00.00.00
259768;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;4;16/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00;;21/10/2008 00.00.00;22/10/2008 00.00.00;23/10/2008 00.00.00
259769;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );17;16/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00;;21/10/2008 00.00.00;22/10/2008 00.00.00;23/10/2008 00.00.00
259769;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;17;16/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00;;21/10/2008 00.00.00;22/10/2008 00.00.00;23/10/2008 00.00.00
259769;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;SAR;1;16/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00;;22/10/2008 00.00.00;22/10/2008 00.00.00;23/10/2008 00.00.00
259771;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );1;17/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00;;21/10/2008 00.00.00;22/10/2008 00.00.00;23/10/2008 00.00.00
259771;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;1;17/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00;;21/10/2008 00.00.00;21/10/2008 00.00.00;23/10/2008 00.00.00
259777;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;14;16/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00;;21/10/2008 00.00.00;22/10/2008 00.00.00;23/10/2008 00.00.00
259777;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );14;16/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00;;21/10/2008 00.00.00;22/10/2008 00.00.00;23/10/2008 00.00.00
259777;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;SAR;4;16/10/2008 00.00.00;17/10/2008 00.00.00;20/10/2008 00.00.00;;22/10/2008 00.00.00;22/10/2008 00.00.00;23/10/2008 00.00.00
260341;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;1;20/10/2008 00.00.00;20/10/2008 00.00.00;20/10/2008 00.00.00;;21/10/2008 00.00.00;22/10/2008 00.00.00;23/10/2008 00.00.00
277391;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );8;31/10/2008 00.00.00;04/11/2008 00.00.00;04/11/2008 00.00.00;;06/11/2008 00.00.00;07/11/2008 00.00.00;10/11/2008 00.00.00
277391;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;8;31/10/2008 00.00.00;04/11/2008 00.00.00;04/11/2008 00.00.00;;07/11/2008 00.00.00;07/11/2008 00.00.00;10/11/2008 00.00.00
277392;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );8;31/10/2008 00.00.00;04/11/2008 00.00.00;04/11/2008 00.00.00;;06/11/2008 00.00.00;07/11/2008 00.00.00;10/11/2008 00.00.00
277392;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;8;31/10/2008 00.00.00;04/11/2008 00.00.00;04/11/2008 00.00.00;;07/11/2008 00.00.00;07/11/2008 00.00.00;10/11/2008 00.00.00
277397;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );1;04/11/2008 00.00.00;04/11/2008 00.00.00;04/11/2008 00.00.00;;06/11/2008 00.00.00;07/11/2008 00.00.00;10/11/2008 00.00.00
277397;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;1;04/11/2008 00.00.00;04/11/2008 00.00.00;04/11/2008 00.00.00;;07/11/2008 00.00.00;07/11/2008 00.00.00;10/11/2008 00.00.00
275615;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;12;03/11/2008 00.00.00;03/11/2008 00.00.00;03/11/2008 00.00.00;;07/11/2008 00.00.00;07/11/2008 00.00.00;12/11/2008 00.00.00
275615;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );12;03/11/2008 00.00.00;03/11/2008 00.00.00;03/11/2008 00.00.00;;06/11/2008 00.00.00;07/11/2008 00.00.00;12/11/2008 00.00.00
277406;SANGUE;BOVINO DA CARNE;Brucella abortus/melitensis: anticorpi;FdC;2;03/11/2008 00.00.00;04/11/2008 00.00.00;04/11/2008 00.00.00;;07/11/2008 00.00.00;07/11/2008 00.00.00;12/11/2008 00.00.00
277402;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );2;04/11/2008 00.00.00;04/11/2008 00.00.00;04/11/2008 00.00.00;;06/11/2008 00.00.00;07/11/2008 00.00.00;10/11/2008 00.00.00
277402;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;2;04/11/2008 00.00.00;04/11/2008 00.00.00;04/11/2008 00.00.00;;07/11/2008 00.00.00;07/11/2008 00.00.00;10/11/2008 00.00.00
277412;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;15;31/10/2008 00.00.00;04/11/2008 00.00.00;04/11/2008 00.00.00;;07/11/2008 00.00.00;07/11/2008 00.00.00;12/11/2008 00.00.00
277416;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;37;03/11/2008 00.00.00;04/11/2008 00.00.00;04/11/2008 00.00.00;;07/11/2008 00.00.00;07/11/2008 00.00.00;12/11/2008 00.00.00
277416;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );31;03/11/2008 00.00.00;04/11/2008 00.00.00;04/11/2008 00.00.00;;06/11/2008 00.00.00;07/11/2008 00.00.00;12/11/2008 00.00.00
268739;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;84;24/10/2008 00.00.00;27/10/2008 00.00.00;28/10/2008 00.00.00;;04/11/2008 00.00.00;04/11/2008 00.00.00;12/11/2008 00.00.00
268739;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;SAR;1;24/10/2008 00.00.00;27/10/2008 00.00.00;28/10/2008 00.00.00;;04/11/2008 00.00.00;04/11/2008 00.00.00;12/11/2008 00.00.00
269183;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;19;27/10/2008 00.00.00;28/10/2008 00.00.00;28/10/2008 00.00.00;;04/11/2008 00.00.00;04/11/2008 00.00.00;05/11/2008 00.00.00
269183;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );19;27/10/2008 00.00.00;28/10/2008 00.00.00;28/10/2008 00.00.00;;03/11/2008 00.00.00;04/11/2008 00.00.00;05/11/2008 00.00.00
269183;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;SAR;2;27/10/2008 00.00.00;28/10/2008 00.00.00;28/10/2008 00.00.00;;04/11/2008 00.00.00;04/11/2008 00.00.00;05/11/2008 00.00.00
269184;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;25;27/10/2008 00.00.00;28/10/2008 00.00.00;28/10/2008 00.00.00;;04/11/2008 00.00.00;04/11/2008 00.00.00;05/11/2008 00.00.00
269184;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );25;27/10/2008 00.00.00;28/10/2008 00.00.00;28/10/2008 00.00.00;;03/11/2008 00.00.00;04/11/2008 00.00.00;05/11/2008 00.00.00
269188;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;14;27/10/2008 00.00.00;28/10/2008 00.00.00;28/10/2008 00.00.00;;04/11/2008 00.00.00;04/11/2008 00.00.00;05/11/2008 00.00.00
269188;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );14;27/10/2008 00.00.00;28/10/2008 00.00.00;28/10/2008 00.00.00;;03/11/2008 00.00.00;04/11/2008 00.00.00;05/11/2008 00.00.00
269192;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;16;27/10/2008 00.00.00;28/10/2008 00.00.00;28/10/2008 00.00.00;;04/11/2008 00.00.00;04/11/2008 00.00.00;05/11/2008 00.00.00
269192;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );16;27/10/2008 00.00.00;28/10/2008 00.00.00;28/10/2008 00.00.00;;03/11/2008 00.00.00;04/11/2008 00.00.00;05/11/2008 00.00.00
269192;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;SAR;1;27/10/2008 00.00.00;28/10/2008 00.00.00;28/10/2008 00.00.00;;04/11/2008 00.00.00;04/11/2008 00.00.00;05/11/2008 00.00.00
269204;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );1;24/10/2008 00.00.00;28/10/2008 00.00.00;28/10/2008 00.00.00;;03/11/2008 00.00.00;04/11/2008 00.00.00;05/11/2008 00.00.00
269204;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;1;24/10/2008 00.00.00;28/10/2008 00.00.00;28/10/2008 00.00.00;;04/11/2008 00.00.00;04/11/2008 00.00.00;05/11/2008 00.00.00
269207;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );1;24/10/2008 00.00.00;28/10/2008 00.00.00;28/10/2008 00.00.00;;03/11/2008 00.00.00;04/11/2008 00.00.00;05/11/2008 00.00.00
269207;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;1;24/10/2008 00.00.00;28/10/2008 00.00.00;28/10/2008 00.00.00;;04/11/2008 00.00.00;04/11/2008 00.00.00;05/11/2008 00.00.00
269207;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;SAR;1;24/10/2008 00.00.00;28/10/2008 00.00.00;28/10/2008 00.00.00;;04/11/2008 00.00.00;04/11/2008 00.00.00;05/11/2008 00.00.00
269215;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );1;27/10/2008 00.00.00;28/10/2008 00.00.00;28/10/2008 00.00.00;;03/11/2008 00.00.00;04/11/2008 00.00.00;05/11/2008 00.00.00
269215;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;1;27/10/2008 00.00.00;28/10/2008 00.00.00;28/10/2008 00.00.00;;04/11/2008 00.00.00;04/11/2008 00.00.00;05/11/2008 00.00.00
269217;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );1;28/10/2008 00.00.00;28/10/2008 00.00.00;28/10/2008 00.00.00;;03/11/2008 00.00.00;04/11/2008 00.00.00;05/11/2008 00.00.00
269217;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;1;28/10/2008 00.00.00;28/10/2008 00.00.00;28/10/2008 00.00.00;;04/11/2008 00.00.00;04/11/2008 00.00.00;05/11/2008 00.00.00
292443;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );19;17/11/2008 00.00.00;18/11/2008 00.00.00;18/11/2008 00.00.00;;20/11/2008 00.00.00;21/11/2008 00.00.00;01/12/2008 00.00.00
292443;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;20;17/11/2008 00.00.00;18/11/2008 00.00.00;18/11/2008 00.00.00;;28/11/2008 00.00.00;28/11/2008 00.00.00;01/12/2008 00.00.00
292454;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );6;17/11/2008 00.00.00;18/11/2008 00.00.00;18/11/2008 00.00.00;;20/11/2008 00.00.00;21/11/2008 00.00.00;25/11/2008 00.00.00
292454;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;6;17/11/2008 00.00.00;18/11/2008 00.00.00;18/11/2008 00.00.00;;25/11/2008 00.00.00;25/11/2008 00.00.00;25/11/2008 00.00.00
292530;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );1;14/11/2008 00.00.00;18/11/2008 00.00.00;18/11/2008 00.00.00;;20/11/2008 00.00.00;21/11/2008 00.00.00;25/11/2008 00.00.00
292530;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;1;14/11/2008 00.00.00;18/11/2008 00.00.00;18/11/2008 00.00.00;;25/11/2008 00.00.00;25/11/2008 00.00.00;25/11/2008 00.00.00
292538;SANGUE;BOVINO;BHV1/Rinotracheite Infettiva Bovina:anticorpi verso gE del virus;ELISA competitiva (kit IDEXX );41;17/11/2008 00.00.00;18/11/2008 00.00.00;18/11/2008 00.00.00;;20/11/2008 00.00.00;21/11/2008 00.00.00;25/11/2008 00.00.00
292538;SANGUE;BOVINO;Brucella abortus/melitensis: anticorpi;FdC;41;17/11/2008 00.00.00;18/11/2008 00.00.00;18/11/2008 00.00.00;;25/11/2008 00.00.00;25/11/2008 00.00.00;25/11/2008 00.00.00
